Id,Name,Text,Colorway,Main_color,Category,Retail_price,Brand
113,Marvel x Air Jordan 1 Retro High OG 'Next Chapter',"The Marvel x Air Jordan 1 Retro High OG ‘Next Chapter' delivers a collaborative colorway tied to the animated film 'Spider-Man: Across the Spider-Verse.’ A play on the original ‘Chicago’ colorway, this reimagined take on the sneaker icon features a white leather upper with black patent leather on the collar and Swoosh. Scarlet overlays are composed of a patchwork mix of different textures and prints — a pieced-together design that nods to the multidimensional Spiderman universe. A retro Wings logo is stamped on the lateral collar flap, while a woven Nike tag decorates the nylon tongue. The high-top rides on a rubber cupsole that pairs aged sidewalls with a crimson semi-translucent rubber outsole.",University Red/Black/White,Red,Lifestyle,200,Jordan
114,Jordan 1 Retro Low '85 Neutral Grey,"The Jordan 1 Low 85 Neutral Grey represents an effort by Nike to return to the brand’s vintage roots. The sneaker finds inspiration in Michael Jordan’s first lifestyle sneaker, the Air Jordan 1 released in 1985, but bears a similar resemblance to the Nike Dunk Low.

Several details highlight the shoe’s vintage aesthetic, including the lightly pre-yellowed midsole that provides a worn-in appearance. The sneaker features a leather upper, perforations across the vamp, and a prominent Swoosh on the side. The Summit White, Light Smoke Grey, Neutral Grey, and Sail color blocking is similar to the OG version, but the grey tones are darker.

Our experts love that the Jordan 1 85 Neutral Grey updates the Air Jordan 1 Low OG Neutral Grey released in 2020. Unlike the first reissue of the OG model, the Jordan 1 85 Neutral Grey version offers more details that pay homage to the sneakers of 1985. The Jordan 1 Low 85 Neutral Grey was released on October 25, 2023, and retailed at $170.",Summit White/Light Smoke Grey-Neutral Grey-Sail,White,Lifestyle,160,Jordan
115,Jordan 1 Retro High OG Black White,"The Jordan 1 Retro High OG Black White stands as a timeless pillar in sneaker culture, marrying the heritage of Michael Jordan's rookie silhouette with a sleek, monochromatic design. This sneaker speaks directly to those who appreciate the origins of sneaker culture while staying firmly rooted in the present. Its black and white colorway delivers a stark, yet sophisticated contrast that transcends fleeting trends, making it an enduring staple in any collection.

Crafted for the streets but born on the hardwood, the Jordan 1 Retro High OG Black White retains the classic elements that catapulted it to fame—premium materials, an Air-Sole unit for comfort, and the iconic Wings logo. This sneaker is not just a piece of history; it's a canvas for self-expression, appealing to the stylistic sensibilities of a new generation who values both legacy and modernity.

On February 24, 2024, the Jordan 1 Retro High OG Black White was released for $180, instantly becoming a cherished addition to the rotations of sneaker enthusiasts. Its clean and versatile aesthetic, combined with its storied past, cements its status as a lifestyle essential that pays homage to the past while stepping boldly into the future.",Black/White/White,Black,Lifestyle,180,Jordan
116,adidas Yeezy Boost 350 V2 'MX Dark Salt',"The adidas Yeezy Boost 350 V2 ‘MX Dark Salt’ presents a nuanced colorway that merges a full spectrum of neutral tones. Secured with standard lace closure, the Primeknit upper is dressed in complementary shades of silver, grey and black. The swirling design is offset by a side stripe in black, which cuts through the lateral side and matches the webbing pull tab affixed to the heel. Responsive cushioning is provided by a full-length Boost midsole, wrapped in a ribbed TPU cage and supported by a grippy rubber outsole.",MX Dark Salt/MX Dark Salt/MX Dark Salt,Grey,Lifestyle,230,adidas
117,Vans Knu Skool Black White,"The Vans Knu Skool Black White is a classic skate shoe that combines style and functionality. The upper is made of durable suede and its black and white colorway is timeless and versatile, making it easy to pair with any outfit. The shoe features a padded collar and tongue for added support and comfort, while the signature rubber waffle outsole provides excellent grip and traction on the board. Released on February 18, 2023, the Vans Knu Skool Black White is priced at $75, making it an affordable option for those looking for a reliable skate shoe. The shoe is available in a range of sizes, ensuring a comfortable fit for everyone. Something we love about Vans Knu Skool Black White is its classic design that never goes out of style. Our experts think the best features of this shoe are its durable canvas upper, padded collar and tongue, and signature rubber waffle outsole. The standout feature of the Vans Knu Skool Black White is its timeless black and white colorway that can be dressed up or down. Our experts especially love the affordable price point, making it accessible to a wide range of consumers.",Black/True White,Black,Lifestyle,75,Vans
118,adidas Gazelle Indoor Bliss Pink Purple (Women's),"The adidas Gazelle Indoor Bliss Pink Purple (Women's) brings a Y2K update to the adidas Campus '80s. Infused with the skate vibes of the early 2000s, this sneaker for women pops with color and contrast.​
​​
​The upper of the 00s iteration of adidas Campus in a Bliss Lilac/​Collegiate Purple/​Core Black colorway features an upper made of pinkish purple suede with and a hit of black leather with adidas branding on the heel tab. Lighter purple laces criss-cross over a tonal pink suede tongue with a black adidas trefoil plate. The sock liner and insole match the upper, and the branding on the insole matches the laces. Grounding this updated sneaker firmly in classic adidas roots are the black leather adidas signature 3-Stripes on the quarter panel and the gold Campus branding above the top stripe. The outsole is in transluscent tan color with herringbone traction for ultimate grip.​
​​
​What we appreciate most about this shoe is the midsole. It's tan color harkens back to the Campus '80s while its platform height brings a new twist. The adidas Gazelle Indoor Bliss Pink Purple (Women's) was released on May 1, 2023 for $110 retail.​",Bliss Pink/Core Black/Collegiate Purple,Pink,Lifestyle,120,adidas
119,Nike P-6000 Premium Triple Black,"From the outsole to the lining, the Nike P-6000 Premium Triple Black applies an all-black colorway to the P-6000 Premium.

The ""Triple Black"" version finds inspiration in the technical running shoes from the 2000s decade and includes elements from various Pegasus models. The upper is made of airy mesh with a combination of synthetic and textile overlays. Lines in Tonal Black cross the upper and create the illusion of movement across the shoe. Cushioning in the midsole gives the shoe a slightly bulky appearance while protecting against impact stress. Branding details include Swooshes on the side panels, the heel tab, the outsole, and the toebox.

Something our StockX experts appreciate is the reflective detailing on the laces. It subtly breaks up the shoe’s all-black aesthetic, but only in the dark. The Nike P-6000 Premium Triple Black was released on September 25th, 2023, and retailed at $120.",Black/Anthracite/Black,Black,Lifestyle,120,Nike
120,New Balance 550 'White Green',"The New Balance 550 'White Green' outfits the retro hoops shoe in a varsity-inspired two-tone color scheme. Crisp white leather is utilized on the upper, fortified with a tonal suede toe cap and accented with a forest green 'N' logo. The verdant hue makes repeat appearances on the tongue tag, collar and external heel counter. The sneaker sits atop traditional cupsole tooling, featuring an exposed foam wedge on the medial side and a green rubber outsole underfoot.",White/Green,White,Lifestyle,120,New Balance
121,Air Jordan 12 Retro 'Cherry' 2023,"The 2023 edition of the Air Jordan 12 Retro ‘Cherry’ reintroduces the OG colorway of the shoe that Michael Jordan wore during his penultimate championship season. Highlighted with radiating stitched lines, the white leather upper is fortified with lizard-textured overlays in a bold scarlet finish. The Jumpman logo graces the tongue in black embroidery, matching the shoe’s textile collar lining. The sneaker rides on a Phylon midsole with full-length Zoom Air cushioning. Underfoot, the semi-translucent red rubber outsole reveals black herringbone traction pods and an exposed carbon fiber shank plate.",White/White/Metallic Silver/Varsity Red,White,Lifestyle,210,Jordan
122,Jordan 3 Retro Fear Pack (2023),"Dive into the past and embrace the future with the Jordan 3 Retro Fear Pack (2023). A decade after its initial release, this iconic colorway returns, capturing the essence of Jordan's legacy. Crafted from dark grey nubuck with tonal elephant print overlays, the design pays homage to the original while forging its own path. Black suede on the collar and tongue is set off by the embroidered Jumpman logo in Total Orange, a vibrant nod to Jordan's boldness on and off the court.

This sneaker is more than just a throwback—it's a statement. The eyelets echo the striking Total Orange, complemented by a second Jumpman icon on the back heel. The shoe is built for comfort and durability, with an orange-tinged Air-sole unit and a blend of 3 colors on the polyurethane midsole that blend performance with style. It's a perfect match for those who appreciate the history of the game and the evolution of sneaker culture.

The Air Jordan 3 ""Fear Pack"" is set to release on November 25th, 2023, retailing at $200. Available in full family sizes, this release is a piece of history reborn. Capture the spirit of MJ's own words, ""I'm scared of what I won't become"", and step into greatness with the Fear Pack.",Night Stadium/Total Orange-Black-Flat Pewter-Neutral Grey,Grey,Lifestyle,200,Jordan
